nIter,treeDepth,accuracy,logloss
1,3,0.787234042553192,4.55381653863166
2,3,0.74468085106383,3.1378978034109
3,3,0.723404255319149,5.42410632330712
4,3,0.723404255319149,6.51832393622061
5,3,0.659574468085106,8.7098955357876
6,3,0.574468085106383,12.0923548134715
7,3,0.595744680851064,12.730953325024
8,3,0.659574468085106,13.4633769889952
9,3,0.680851063829787,14.1707868706168
10,3,0.638297872340426,14.886904553568
11,3,0.659574468085106,15.5932532870317
12,3,0.638297872340426,16.3014074850252
13,3,0.617021276595745,17.0259378318172
14,3,0.638297872340426,17.0179237016433
15,3,0.659574468085106,17.7298454669638
16,3,0.659574468085106,17.7663492971429
17,3,0.659574468085106,17.778696070234
18,3,0.638297872340426,17.778696070234
19,3,0.595744680851064,18.4896424364914
20,3,0.595744680851064,18.5263843111182
21,3,0.553191489361702,18.5263843111182
22,3,0.595744680851064,19.2118638689991
23,3,0.617021276595745,19.8986698173641
24,3,0.617021276595745,19.8986698173641
25,3,0.595744680851064,19.8986698173641
26,3,0.574468085106383,19.8986698173641
27,3,0.553191489361702,19.8986698173641
28,3,0.553191489361702,19.9224238638826
29,3,0.553191489361702,20.6360165127636
30,3,0.595744680851064,20.6360165127636
31,3,0.617021276595745,20.6360165127636
32,3,0.617021276595745,21.3270433299608
33,3,0.595744680851064,21.3270433299608
34,3,0.595744680851064,21.3379276435152
35,3,0.574468085106383,21.3481227383016
36,3,0.574468085106383,21.3481227383016
37,3,0.574468085106383,21.3481227383016
38,3,0.574468085106383,21.3481227383016
39,3,0.574468085106383,21.3558166812788
40,3,0.595744680851064,21.3558166812788
41,3,0.595744680851064,21.3558166812788
42,3,0.574468085106383,21.4076803180644
43,3,0.574468085106383,22.0920255947258
44,3,0.595744680851064,22.1126697652918
45,3,0.595744680851064,22.1230984302161
46,3,0.595744680851064,22.1230984302161
47,3,0.595744680851064,22.1230984302161
48,3,0.574468085106383,22.1230984302161
49,3,0.574468085106383,22.1419568406281
50,3,0.574468085106383,22.1419568406281
51,3,0.574468085106383,22.8390927235563
52,3,0.574468085106383,22.8443946377904
53,3,0.574468085106383,22.8443946377904
54,3,0.574468085106383,22.8443946377904
55,3,0.574468085106383,22.8443946377904
56,3,0.574468085106383,22.8548769828367
57,3,0.574468085106383,23.5472264749399
58,3,0.574468085106383,23.5472264749399
59,3,0.574468085106383,23.5472264749399
60,3,0.574468085106383,23.5472264749399
61,3,0.574468085106383,23.5472264749399
62,3,0.574468085106383,23.5472264749399
63,3,0.574468085106383,23.5472264749399
64,3,0.574468085106383,23.5472264749399
65,3,0.574468085106383,23.5585445015217
66,3,0.574468085106383,23.5585445015217
67,3,0.574468085106383,23.5585445015217
68,3,0.574468085106383,23.5585445015217
69,3,0.574468085106383,23.5585445015217
70,3,0.574468085106383,23.5585445015217
71,3,0.574468085106383,23.5585445015217
72,3,0.574468085106383,23.5585445015217
73,3,0.574468085106383,23.5629306902334
74,3,0.574468085106383,23.5629306902334
75,3,0.574468085106383,23.5629306902334
76,3,0.574468085106383,23.5711060887896
77,3,0.574468085106383,23.5711060887896
78,3,0.574468085106383,23.5813467197672
79,3,0.574468085106383,23.5935538233907
80,3,0.574468085106383,23.6118902912419
81,3,0.574468085106383,23.6118902912419
82,3,0.574468085106383,23.6118902912419
83,3,0.574468085106383,23.6118902912419
84,3,0.574468085106383,23.6118902912419
85,3,0.574468085106383,23.6118902912419
86,3,0.574468085106383,23.6118902912419
87,3,0.574468085106383,23.6118902912419
88,3,0.574468085106383,23.6118902912419
89,3,0.574468085106383,23.6118902912419
90,3,0.574468085106383,23.6267339111129
91,3,0.574468085106383,23.6267339111129
92,3,0.574468085106383,23.6267339111129
93,3,0.574468085106383,23.6267339111129
94,3,0.574468085106383,23.6267339111129
95,3,0.574468085106383,23.6267339111129
96,3,0.574468085106383,23.6267339111129
97,3,0.574468085106383,23.6267339111129
98,3,0.574468085106383,23.6267339111129
99,3,0.574468085106383,23.6267339111129
100,3,0.574468085106383,23.6267339111129
